id,title,source,difficulty,tags,link,summary
193,Reverse Recursive,LeetCode,Easy,"Array, Two Pointers",https://leetcode.com/problems/reverse-recursive,Reverse elements using the two-pointer technique.
194,Minimum Iterative Difference,HackerRank,Easy,"Array, Sorting",https://www.hackerrank.com/challenges/minimum-iterative-difference,Find minimum absolute difference between array elements.
195,Valid Efficient Sequence,CodeChef,Easy,"Stack, String",https://www.codechef.com/problems/valid-efficient-sequence,Validate a sequence of bracket or character operations.
196,Binary Minimal Check,Codeforces,Easy,"Bit Manipulation, Math",https://codeforces.com/problemset/problem/688/E,Determine a numeric property using bit manipulation.
197,Prefix Maximum Sum,LeetCode,Easy,"Array, Prefix Sum",https://leetcode.com/problems/prefix-maximum-sum,Compute prefix sums to answer range queries efficiently.
198,Matrix Minimum Diagonal,HackerRank,Easy,"Array, Matrix, Math",https://www.hackerrank.com/challenges/matrix-minimum-diagonal,Compute the diagonal sum of a square matrix.
199,Linked List Balanced Cycle,CodeChef,Easy,"Linked List, Two Pointers",https://www.codechef.com/problems/linked-list-balanced-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
200,Queue Sorted Operations,Codeforces,Easy,"Queue, Design",https://codeforces.com/problemset/problem/700/C,Implement a queue with additional operation support.
201,Compressed Sum,LeetCode,Easy,"Array, Hash Table",https://leetcode.com/problems/compressed-sum,Find elements in an array that sum to a given target using a hash table.
202,Count Weighted in Array,HackerRank,Easy,"Array, Math",https://www.hackerrank.com/challenges/count-weighted-in-array,Count occurrences of a specific pattern in an integer array.
203,Reverse Directed,CodeChef,Easy,"Array, Two Pointers",https://www.codechef.com/problems/reverse-directed,Reverse elements using the two-pointer technique.
204,Minimum Undirected Difference,Codeforces,Easy,"Array, Sorting",https://codeforces.com/problemset/problem/712/A,Find minimum absolute difference between array elements.
205,Valid Circular Sequence,LeetCode,Easy,"Stack, String",https://leetcode.com/problems/valid-circular-sequence,Validate a sequence of bracket or character operations.
206,Binary Diagonal Check,HackerRank,Easy,"Bit Manipulation, Math",https://www.hackerrank.com/challenges/binary-diagonal-check,Determine a numeric property using bit manipulation.
207,Prefix Sparse Sum,CodeChef,Easy,"Array, Prefix Sum",https://www.codechef.com/problems/prefix-sparse-sum,Compute prefix sums to answer range queries efficiently.
208,Matrix Dense Diagonal,Codeforces,Easy,"Array, Matrix, Math",https://codeforces.com/problemset/problem/724/E,Compute the diagonal sum of a square matrix.
209,Linked List Binary Cycle,LeetCode,Easy,"Linked List, Two Pointers",https://leetcode.com/problems/linked-list-binary-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
210,Queue Ternary Operations,HackerRank,Easy,"Queue, Design",https://www.hackerrank.com/challenges/queue-ternary-operations,Implement a queue with additional operation support.
211,Linear Sum,CodeChef,Easy,"Array, Hash Table",https://www.codechef.com/problems/linear-sum,Find elements in an array that sum to a given target using a hash table.
212,Count Logarithmic in Array,Codeforces,Easy,"Array, Math",https://codeforces.com/problemset/problem/736/C,Count occurrences of a specific pattern in an integer array.
213,Reverse Optimal,LeetCode,Easy,"Array, Two Pointers",https://leetcode.com/problems/reverse-optimal,Reverse elements using the two-pointer technique.
214,Minimum Extended Difference,HackerRank,Easy,"Array, Sorting",https://www.hackerrank.com/challenges/minimum-extended-difference,Find minimum absolute difference between array elements.
215,Valid Variant Sequence,CodeChef,Easy,"Stack, String",https://www.codechef.com/problems/valid-variant-sequence,Validate a sequence of bracket or character operations.
216,Binary Advanced Check,Codeforces,Easy,"Bit Manipulation, Math",https://codeforces.com/problemset/problem/748/A,Determine a numeric property using bit manipulation.
217,Prefix Modified Sum,LeetCode,Easy,"Array, Prefix Sum",https://leetcode.com/problems/prefix-modified-sum,Compute prefix sums to answer range queries efficiently.
218,Matrix Classic Diagonal,HackerRank,Easy,"Array, Matrix, Math",https://www.hackerrank.com/challenges/matrix-classic-diagonal,Compute the diagonal sum of a square matrix.
219,Linked List Two-Pass Cycle,CodeChef,Easy,"Linked List, Two Pointers",https://www.codechef.com/problems/linked-list-two-pass-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
220,Queue Multi-Step Operations,Codeforces,Easy,"Queue, Design",https://codeforces.com/problemset/problem/760/E,Implement a queue with additional operation support.
221,Recursive Sum,LeetCode,Easy,"Array, Hash Table",https://leetcode.com/problems/recursive-sum,Find elements in an array that sum to a given target using a hash table.
222,Count Iterative in Array,HackerRank,Easy,"Array, Math",https://www.hackerrank.com/challenges/count-iterative-in-array,Count occurrences of a specific pattern in an integer array.
223,Reverse Efficient,CodeChef,Easy,"Array, Two Pointers",https://www.codechef.com/problems/reverse-efficient,Reverse elements using the two-pointer technique.
224,Minimum Minimal Difference,Codeforces,Easy,"Array, Sorting",https://codeforces.com/problemset/problem/772/C,Find minimum absolute difference between array elements.
225,Valid Maximum Sequence,LeetCode,Easy,"Stack, String",https://leetcode.com/problems/valid-maximum-sequence,Validate a sequence of bracket or character operations.
226,Binary Minimum Check,HackerRank,Easy,"Bit Manipulation, Math",https://www.hackerrank.com/challenges/binary-minimum-check,Determine a numeric property using bit manipulation.
227,Prefix Balanced Sum,CodeChef,Easy,"Array, Prefix Sum",https://www.codechef.com/problems/prefix-balanced-sum,Compute prefix sums to answer range queries efficiently.
228,Matrix Sorted Diagonal,Codeforces,Easy,"Array, Matrix, Math",https://codeforces.com/problemset/problem/784/A,Compute the diagonal sum of a square matrix.
229,Linked List Compressed Cycle,LeetCode,Easy,"Linked List, Two Pointers",https://leetcode.com/problems/linked-list-compressed-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
230,Queue Weighted Operations,HackerRank,Easy,"Queue, Design",https://www.hackerrank.com/challenges/queue-weighted-operations,Implement a queue with additional operation support.
231,Directed Sum,CodeChef,Easy,"Array, Hash Table",https://www.codechef.com/problems/directed-sum,Find elements in an array that sum to a given target using a hash table.
232,Count Undirected in Array,Codeforces,Easy,"Array, Math",https://codeforces.com/problemset/problem/796/E,Count occurrences of a specific pattern in an integer array.
233,Reverse Circular,LeetCode,Easy,"Array, Two Pointers",https://leetcode.com/problems/reverse-circular,Reverse elements using the two-pointer technique.
234,Minimum Diagonal Difference,HackerRank,Easy,"Array, Sorting",https://www.hackerrank.com/challenges/minimum-diagonal-difference,Find minimum absolute difference between array elements.
235,Valid Sparse Sequence,CodeChef,Easy,"Stack, String",https://www.codechef.com/problems/valid-sparse-sequence,Validate a sequence of bracket or character operations.
236,Binary Dense Check,Codeforces,Easy,"Bit Manipulation, Math",https://codeforces.com/problemset/problem/808/C,Determine a numeric property using bit manipulation.
237,Prefix Binary Sum,LeetCode,Easy,"Array, Prefix Sum",https://leetcode.com/problems/prefix-binary-sum,Compute prefix sums to answer range queries efficiently.
238,Matrix Ternary Diagonal,HackerRank,Easy,"Array, Matrix, Math",https://www.hackerrank.com/challenges/matrix-ternary-diagonal,Compute the diagonal sum of a square matrix.
239,Linked List Linear Cycle,CodeChef,Easy,"Linked List, Two Pointers",https://www.codechef.com/problems/linked-list-linear-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
240,Queue Logarithmic Operations,Codeforces,Easy,"Queue, Design",https://codeforces.com/problemset/problem/820/A,Implement a queue with additional operation support.
241,Optimal Sum,LeetCode,Easy,"Array, Hash Table",https://leetcode.com/problems/optimal-sum,Find elements in an array that sum to a given target using a hash table.
242,Count Extended in Array,HackerRank,Easy,"Array, Math",https://www.hackerrank.com/challenges/count-extended-in-array,Count occurrences of a specific pattern in an integer array.
243,Reverse Variant,CodeChef,Easy,"Array, Two Pointers",https://www.codechef.com/problems/reverse-variant,Reverse elements using the two-pointer technique.
244,Minimum Advanced Difference,Codeforces,Easy,"Array, Sorting",https://codeforces.com/problemset/problem/832/E,Find minimum absolute difference between array elements.
245,Valid Modified Sequence,LeetCode,Easy,"Stack, String",https://leetcode.com/problems/valid-modified-sequence,Validate a sequence of bracket or character operations.
246,Binary Classic Check,HackerRank,Easy,"Bit Manipulation, Math",https://www.hackerrank.com/challenges/binary-classic-check,Determine a numeric property using bit manipulation.
247,Prefix Two-Pass Sum,CodeChef,Easy,"Array, Prefix Sum",https://www.codechef.com/problems/prefix-two-pass-sum,Compute prefix sums to answer range queries efficiently.
248,Matrix Multi-Step Diagonal,Codeforces,Easy,"Array, Matrix, Math",https://codeforces.com/problemset/problem/844/C,Compute the diagonal sum of a square matrix.
249,Linked List Recursive Cycle,LeetCode,Easy,"Linked List, Two Pointers",https://leetcode.com/problems/linked-list-recursive-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
250,Queue Iterative Operations,HackerRank,Easy,"Queue, Design",https://www.hackerrank.com/challenges/queue-iterative-operations,Implement a queue with additional operation support.
251,Efficient Sum,CodeChef,Easy,"Array, Hash Table",https://www.codechef.com/problems/efficient-sum,Find elements in an array that sum to a given target using a hash table.
252,Count Minimal in Array,Codeforces,Easy,"Array, Math",https://codeforces.com/problemset/problem/856/A,Count occurrences of a specific pattern in an integer array.
253,Reverse Maximum,LeetCode,Easy,"Array, Two Pointers",https://leetcode.com/problems/reverse-maximum,Reverse elements using the two-pointer technique.
254,Minimum Minimum Difference,HackerRank,Easy,"Array, Sorting",https://www.hackerrank.com/challenges/minimum-minimum-difference,Find minimum absolute difference between array elements.
255,Valid Balanced Sequence,CodeChef,Easy,"Stack, String",https://www.codechef.com/problems/valid-balanced-sequence,Validate a sequence of bracket or character operations.
256,Binary Sorted Check,Codeforces,Easy,"Bit Manipulation, Math",https://codeforces.com/problemset/problem/868/E,Determine a numeric property using bit manipulation.
257,Prefix Compressed Sum,LeetCode,Easy,"Array, Prefix Sum",https://leetcode.com/problems/prefix-compressed-sum,Compute prefix sums to answer range queries efficiently.
258,Matrix Weighted Diagonal,HackerRank,Easy,"Array, Matrix, Math",https://www.hackerrank.com/challenges/matrix-weighted-diagonal,Compute the diagonal sum of a square matrix.
259,Linked List Directed Cycle,CodeChef,Easy,"Linked List, Two Pointers",https://www.codechef.com/problems/linked-list-directed-cycle,Use Floyd's tortoise-and-hare algorithm to detect cycles.
260,Queue Undirected Operations,Codeforces,Easy,"Queue, Design",https://codeforces.com/problemset/problem/880/C,Implement a queue with additional operation support.
261,Circular Sum,LeetCode,Easy,"Array, Hash Table",https://leetcode.com/problems/circular-sum,Find elements in an array that sum to a given target using a hash table.
262,Count Diagonal in Array,HackerRank,Easy,"Array, Math",https://www.hackerrank.com/challenges/count-diagonal-in-array,Count occurrences of a specific pattern in an integer array.
263,Reverse Sparse,CodeChef,Easy,"Array, Two Pointers",https://www.codechef.com/problems/reverse-sparse,Reverse elements using the two-pointer technique.
264,Minimum Dense Difference,Codeforces,Easy,"Array, Sorting",https://codeforces.com/problemset/problem/892/A,Find minimum absolute difference between array elements.
265,Valid Binary Sequence,LeetCode,Easy,"Stack, String",https://leetcode.com/problems/valid-binary-sequence,Validate a sequence of bracket or character operations.
266,Binary Ternary Check,HackerRank,Easy,"Bit Manipulation, Math",https://www.hackerrank.com/challenges/binary-ternary-check,Determine a numeric property using bit manipulation.
